fecha,descripcion,categoria,monto,mes,peso_categoria,frecuencia,porcentaje_categoria,alerta_incremento,monto_normalizado,frecuencia_normalizada,score_financiero,tipo_gasto,requiere_atencion
2026-03-10,"Suscripcion almacenamiento",entretenimiento,14975,3,1.9,53,0.106,1,0.0505,0.2681,3.2186,gasto_incremento_recurrente,1
2026-03-10,"Transporte app",transporte,26225,3,1.1,125,0.25,1,0.0964,0.7899,2.9862,gasto_incremento_recurrente,1
2026-03-11,"Compra en supermercado",alimentacion,131572,3,1.2,154,0.308,0,0.5262,1,2.7262,gasto_elevado,1
2026-03-11,"Snack tarde",alimentacion,8101,3,1.2,154,0.308,0,0.0224,1,2.2224,gasto_frecuente,1
2026-03-11,"Plataforma de musica",entretenimiento,17956,3,1.9,53,0.106,0,0.0626,0.2681,2.2308,gasto_controlado,0
2026-03-11,"Consulta medica",salud,90232,3,1.3,38,0.076,0,0.3576,0.1594,1.817,gasto_emergencia,1
2026-03-11,"Consulta medica",salud,100569,3,1.3,38,0.076,1,0.3997,0.1594,2.8592,gasto_emergencia,1
2026-03-11,"Transporte app",transporte,39885,3,1.1,125,0.25,1,0.1521,0.7899,3.042,gasto_incremento_recurrente,1
2026-03-12,"Desayuno fuera",alimentacion,10939,3,1.2,154,0.308,0,0.034,1,2.234,gasto_frecuente,1
2026-03-12,"Videojuego digital",entretenimiento,76122,3,1.9,53,0.106,0,0.3,0.2681,2.4681,gasto_no_esencial_alto,1
2026-03-12,"Taxi por lluvia",transporte,28863,3,1.1,125,0.25,1,0.1071,0.7899,2.997,gasto_incremento_recurrente,1
2026-03-13,"Snack tarde",alimentacion,9558,3,1.2,154,0.308,1,0.0284,1,3.2284,gasto_incremento_recurrente,1
2026-03-13,"Snack tarde",alimentacion,10515,3,1.2,154,0.308,1,0.0323,1,3.2323,gasto_incremento_recurrente,1
2026-03-13,"Curso virtual",educacion,97262,3,1.1,35,0.07,0,0.3862,0.1377,1.6239,gasto_inusual,1
2026-03-13,"Videojuego digital",entretenimiento,57384,3,1.9,53,0.106,0,0.2235,0.2681,2.3916,gasto_no_esencial_alto,1
2026-03-14,"Snack tarde",alimentacion,5114,3,1.2,154,0.308,0,0.0102,1,2.2102,gasto_frecuente,1
2026-03-14,"Material de estudio",educacion,17514,3,1.1,35,0.07,0,0.0608,0.1377,1.2985,gasto_controlado,0
2026-03-14,"Cena en restaurante",ocio,65811,3,1.8,59,0.118,0,0.2579,0.3116,2.3695,gasto_no_esencial_alto,1
2026-03-14,"Taxi por lluvia",transporte,19801,3,1.1,125,0.25,0,0.0702,0.7899,1.96,gasto_frecuente,1
2026-03-15,"Almuerzo oficina",alimentacion,22185,3,1.2,154,0.308,1,0.0799,1,3.2799,gasto_incremento_recurrente,1
2026-03-15,"Gimnasio mensual",salud,76435,3,1.3,38,0.076,1,0.3013,0.1594,2.7607,gasto_incremento_recurrente,1
2026-03-15,"Bus ida y regreso",transporte,8204,3,1.1,125,0.25,1,0.0228,0.7899,2.9127,gasto_incremento_recurrente,1
2026-03-16,"Evento cultural",entretenimiento,40582,3,1.9,53,0.106,0,0.155,0.2681,2.3231,gasto_controlado,0
2026-03-16,"Salida con amigos",ocio,54126,3,1.8,59,0.118,0,0.2102,0.3116,2.3218,gasto_no_esencial_alto,1
2026-03-16,"Transporte app",transporte,21643,3,1.1,125,0.25,0,0.0777,0.7899,1.9675,gasto_controlado,0
2026-03-17,"Cena en casa",alimentacion,35400,3,1.2,154,0.308,0,0.1338,1,2.3338,gasto_controlado,0
2026-03-17,"Cine y snacks",entretenimiento,65718,3,1.9,53,0.106,0,0.2575,0.2681,2.4256,gasto_no_esencial_alto,1
2026-03-17,"Evento cultural",entretenimiento,88654,3,1.9,53,0.106,1,0.3511,0.2681,3.5192,gasto_incremento_recurrente,1
2026-03-17,"Salida con amigos",ocio,73384,3,1.8,59,0.118,1,0.2888,0.3116,3.4004,gasto_incremento_recurrente,1
2026-03-18,"Compra en supermercado",alimentacion,115857,3,1.2,154,0.308,0,0.4621,1,2.6621,gasto_elevado,1
2026-03-18,"Salida con amigos",ocio,86724,3,1.8,59,0.118,1,0.3432,0.3116,3.4548,gasto_incremento_recurrente,1
2026-03-18,"Control odontologico",salud,140934,3,1.3,38,0.076,1,0.5645,0.1594,3.0239,gasto_emergencia,1
2026-03-18,"Taxi por lluvia",transporte,28567,3,1.1,125,0.25,1,0.1059,0.7899,2.9958,gasto_incremento_recurrente,1
2026-03-19,"Compra en supermercado",alimentacion,126664,3,1.2,154,0.308,0,0.5062,1,2.7062,gasto_elevado,1
2026-03-19,"Snack tarde",alimentacion,11954,3,1.2,154,0.308,1,0.0381,1,3.2381,gasto_incremento_recurrente,1
2026-03-19,"Gasolina",transporte,48967,3,1.1,125,0.25,0,0.1892,0.7899,2.079,gasto_controlado,0
2026-03-20,"Cena en casa",alimentacion,25283,3,1.2,154,0.308,0,0.0925,1,2.2925,gasto_controlado,0
2026-03-20,"Accesorio celular",compras_no_esenciales,49257,3,2.0,16,0.032,1,0.1904,0,3.1904,gasto_incremento_recurrente,1
2026-03-20,"Material de estudio",educacion,23216,3,1.1,35,0.07,1,0.0841,0.1377,2.3218,gasto_incremento_recurrente,1
2026-03-20,"Cine y snacks",entretenimiento,54793,3,1.9,53,0.106,0,0.213,0.2681,2.3811,gasto_no_esencial_alto,1
2026-03-21,"Domicilio comida",alimentacion,41535,3,1.2,154,0.308,0,0.1589,1,2.3589,gasto_controlado,0
2026-03-21,"Recarga transporte",transporte,9748,3,1.1,125,0.25,0,0.0291,0.7899,1.919,gasto_frecuente,1
2026-03-22,"Compra de frutas",alimentacion,34120,3,1.2,154,0.308,1,0.1286,1,3.3286,gasto_incremento_recurrente,1
2026-03-22,"Snack tarde",alimentacion,10868,3,1.2,154,0.308,0,0.0337,1,2.2337,gasto_frecuente,1
2026-03-22,"Compra de libro",educacion,38749,3,1.1,35,0.07,0,0.1475,0.1377,1.3852,gasto_controlado,0
2026-03-22,"Bus ida y regreso",transporte,7400,3,1.1,125,0.25,0,0.0196,0.7899,1.9094,gasto_frecuente,1
2026-03-23,"Salida a cine",entretenimiento,60002,3,1.9,53,0.106,0,0.2342,0.2681,2.4023,gasto_no_esencial_alto,1
2026-03-23,"Salida fin de semana",ocio,80599,3,1.8,59,0.118,0,0.3183,0.3116,2.4298,gasto_inusual,1
2026-03-24,"Domicilio comida",alimentacion,37714,3,1.2,154,0.308,0,0.1433,1,2.3433,gasto_controlado,0
2026-03-24,"Compra de zapatos",compras_no_esenciales,239594,3,2.0,16,0.032,0,0.967,0,2.967,gasto_inusual,1
2026-03-24,"Cafe y postre",ocio,22348,3,1.8,59,0.118,1,0.0806,0.3116,3.1922,gasto_incremento_recurrente,1
2026-03-24,"Pasaje de bus",transporte,3419,3,1.1,125,0.25,1,0.0033,0.7899,2.8932,gasto_incremento_recurrente,1
2026-03-25,"Compra de frutas",alimentacion,27870,3,1.2,154,0.308,0,0.1031,1,2.3031,gasto_controlado,0
2026-03-25,"Salida fin de semana",ocio,103221,3,1.8,59,0.118,1,0.4106,0.3116,3.5222,gasto_incremento_recurrente,1
2026-03-25,"Transporte app",transporte,27551,3,1.1,125,0.25,1,0.1018,0.7899,2.9916,gasto_incremento_recurrente,1
2026-03-26,"Compra de frutas",alimentacion,37189,3,1.2,154,0.308,1,0.1411,1,3.3411,gasto_incremento_recurrente,1
2026-03-26,"Compra de frutas",alimentacion,32248,3,1.2,154,0.308,0,0.121,1,2.321,gasto_controlado,0
2026-03-26,"Compra en supermercado",alimentacion,145239,3,1.2,154,0.308,1,0.582,1,3.782,gasto_incremento_recurrente,1
2026-03-26,"Taxi por lluvia",transporte,18298,3,1.1,125,0.25,0,0.064,0.7899,1.9539,gasto_frecuente,1
2026-03-27,"Almuerzo oficina",alimentacion,20925,3,1.2,154,0.308,0,0.0748,1,2.2748,gasto_controlado,0
2026-03-27,"Mercado de la semana",alimentacion,106486,3,1.2,154,0.308,0,0.4239,1,2.6239,gasto_elevado,1
2026-03-27,"Transporte app",transporte,13683,3,1.1,125,0.25,0,0.0452,0.7899,1.9351,gasto_frecuente,1
2026-03-28,"Compra en supermercado",alimentacion,144903,3,1.2,154,0.308,0,0.5806,1,2.7806,gasto_elevado,1
2026-03-28,"Helado y bebida",ocio,20640,3,1.8,59,0.118,1,0.0736,0.3116,3.1852,gasto_incremento_recurrente,1
2026-03-28,"Helado y bebida",ocio,13099,3,1.8,59,0.118,0,0.0428,0.3116,2.1544,gasto_controlado,0
2026-03-28,"Recarga transporte",transporte,21049,3,1.1,125,0.25,1,0.0753,0.7899,2.9651,gasto_incremento_recurrente,1
2026-03-29,"Cena en casa",alimentacion,38829,3,1.2,154,0.308,1,0.1478,1,3.3478,gasto_incremento_recurrente,1
2026-03-29,"Compra de frutas",alimentacion,27227,3,1.2,154,0.308,0,0.1005,1,2.3005,gasto_controlado,0
2026-03-30,"Almuerzo oficina",alimentacion,13299,3,1.2,154,0.308,0,0.0436,1,2.2436,gasto_frecuente,1
2026-03-30,"Pago plataforma educativa",educacion,52105,3,1.1,35,0.07,0,0.202,0.1377,1.4397,gasto_controlado,0
2026-03-30,"Plan familiar",ocio,35481,3,1.8,59,0.118,0,0.1342,0.3116,2.2457,gasto_controlado,0
2026-03-30,"Gasolina",transporte,90192,3,1.1,125,0.25,1,0.3574,0.7899,3.2473,gasto_incremento_recurrente,1
2026-03-31,"Pasaje de bus",transporte,4097,3,1.1,125,0.25,1,0.0061,0.7899,2.8959,gasto_incremento_recurrente,1
2026-03-31,"Taxi por lluvia",transporte,13928,3,1.1,125,0.25,0,0.0462,0.7899,1.9361,gasto_frecuente,1
2026-04-01,"Domicilio comida",alimentacion,32424,4,1.2,154,0.308,0,0.1217,1,2.3217,gasto_controlado,0
2026-04-01,"Pago de energia",servicios,195714,4,1.0,20,0.04,0,0.788,0.029,1.817,gasto_inusual,1
2026-04-01,"Bus ida y regreso",transporte,8029,4,1.1,125,0.25,0,0.0221,0.7899,1.912,gasto_frecuente,1
2026-04-02,"Domicilio comida",alimentacion,47823,4,1.2,154,0.308,1,0.1845,1,3.3845,gasto_incremento_recurrente,1
2026-04-02,"Recarga transporte",transporte,16339,4,1.1,125,0.25,0,0.056,0.7899,1.9459,gasto_frecuente,1
2026-04-03,"Suscripcion almacenamiento",entretenimiento,14140,4,1.9,53,0.106,0,0.0471,0.2681,2.2152,gasto_controlado,0
2026-04-03,"Pago de agua",servicios,47425,4,1.0,20,0.04,1,0.1829,0.029,2.2119,gasto_incremento_recurrente,1
2026-04-04,"Mercado de la semana",alimentacion,100496,4,1.2,154,0.308,0,0.3994,1,2.5994,gasto_elevado,1
2026-04-04,"Compra de libro",educacion,23915,4,1.1,35,0.07,0,0.087,0.1377,1.3246,gasto_controlado,0
2026-04-04,"Transporte app",transporte,17919,4,1.1,125,0.25,1,0.0625,0.7899,2.9523,gasto_incremento_recurrente,1
2026-04-05,"Almuerzo oficina",alimentacion,18715,4,1.2,154,0.308,1,0.0657,1,3.2657,gasto_incremento_recurrente,1
2026-04-05,"Cena en casa",alimentacion,26812,4,1.2,154,0.308,0,0.0988,1,2.2988,gasto_controlado,0
2026-04-05,"Salida con amigos",ocio,47917,4,1.8,59,0.118,0,0.1849,0.3116,2.2965,gasto_no_esencial_alto,1
2026-04-05,"Control odontologico",salud,114352,4,1.3,38,0.076,0,0.456,0.1594,1.9154,gasto_emergencia,1
2026-04-05,"Pago de internet",servicios,85169,4,1.0,20,0.04,0,0.3369,0.029,1.3659,gasto_inusual,1
2026-04-05,"Gasolina",transporte,75185,4,1.1,125,0.25,0,0.2962,0.7899,2.186,gasto_controlado,0
2026-04-06,"Domicilio comida",alimentacion,43918,4,1.2,154,0.308,0,0.1686,1,2.3686,gasto_controlado,0
2026-04-06,"Domicilio comida",alimentacion,24882,4,1.2,154,0.308,0,0.0909,1,2.2909,gasto_controlado,0
2026-04-06,"Pago plataforma educativa",educacion,32281,4,1.1,35,0.07,0,0.1211,0.1377,1.3588,gasto_controlado,0
2026-04-06,"Salida con amigos",ocio,74239,4,1.8,59,0.118,1,0.2923,0.3116,3.4039,gasto_incremento_recurrente,1
2026-04-07,"Snack tarde",alimentacion,8503,4,1.2,154,0.308,0,0.0241,1,2.2241,gasto_frecuente,1
2026-04-07,"Cine y snacks",entretenimiento,70857,4,1.9,53,0.106,1,0.2785,0.2681,3.4466,gasto_incremento_recurrente,1
2026-04-07,"Evento cultural",entretenimiento,95755,4,1.9,53,0.106,0,0.3801,0.2681,2.5482,gasto_inusual,1
2026-04-07,"Cafe y postre",ocio,10890,4,1.8,59,0.118,0,0.0338,0.3116,2.1454,gasto_controlado,0
2026-04-07,"Salida con amigos",ocio,59589,4,1.8,59,0.118,0,0.2325,0.3116,2.3441,gasto_no_esencial_alto,1
2026-04-07,"Pago de celular",servicios,59705,4,1.0,20,0.04,0,0.233,0.029,1.262,gasto_controlado,0
2026-04-07,"Gasolina",transporte,94469,4,1.1,125,0.25,1,0.3749,0.7899,3.2647,gasto_incremento_recurrente,1
2026-04-08,"Cena en casa",alimentacion,33805,4,1.2,154,0.308,1,0.1273,1,3.3273,gasto_incremento_recurrente,1
2026-04-08,"Salida a cine",entretenimiento,75206,4,1.9,53,0.106,1,0.2962,0.2681,3.4644,gasto_incremento_recurrente,1
2026-04-08,"Cafe y postre",ocio,15304,4,1.8,59,0.118,1,0.0518,0.3116,3.1634,gasto_incremento_recurrente,1
2026-04-08,"Bus ida y regreso",transporte,5627,4,1.1,125,0.25,0,0.0123,0.7899,1.9022,gasto_frecuente,1
2026-04-09,"Domicilio comida",alimentacion,32796,4,1.2,154,0.308,1,0.1232,1,3.3232,gasto_incremento_recurrente,1
2026-04-09,"Suscripcion de Netflix",entretenimiento,26591,4,1.9,53,0.106,0,0.0979,0.2681,2.266,gasto_controlado,0
2026-04-10,"Compra de frutas",alimentacion,20010,4,1.2,154,0.308,0,0.071,1,2.271,gasto_frecuente,1
2026-04-10,"Mercado de la semana",alimentacion,76113,4,1.2,154,0.308,0,0.2999,1,2.4999,gasto_controlado,0
2026-04-11,"Almuerzo oficina",alimentacion,16603,4,1.2,154,0.308,0,0.0571,1,2.2571,gasto_frecuente,1
2026-04-11,"Compra no planeada",compras_no_esenciales,107426,4,2.0,16,0.032,0,0.4277,0,2.4277,gasto_inusual,1
2026-04-11,"Plataforma de musica",entretenimiento,20219,4,1.9,53,0.106,1,0.0719,0.2681,3.24,gasto_incremento_recurrente,1
2026-04-11,"Videojuego digital",entretenimiento,45004,4,1.9,53,0.106,0,0.173,0.2681,2.3411,gasto_controlado,0
2026-04-11,"Taxi por lluvia",transporte,18091,4,1.1,125,0.25,1,0.0632,0.7899,2.953,gasto_incremento_recurrente,1
2026-04-12,"Snack tarde",alimentacion,9193,4,1.2,154,0.308,0,0.0269,1,2.2269,gasto_frecuente,1
2026-04-12,"Suscripcion almacenamiento",entretenimiento,10039,4,1.9,53,0.106,0,0.0303,0.2681,2.1985,gasto_controlado,0
2026-04-12,"Suscripcion almacenamiento",entretenimiento,10323,4,1.9,53,0.106,0,0.0315,0.2681,2.1996,gasto_controlado,0
2026-04-12,"Recarga transporte",transporte,8848,4,1.1,125,0.25,0,0.0255,0.7899,1.9153,gasto_frecuente,1
2026-04-13,"Compra de frutas",alimentacion,37196,4,1.2,154,0.308,1,0.1411,1,3.3411,gasto_incremento_recurrente,1
2026-04-13,"Compra no planeada",compras_no_esenciales,71728,4,2.0,16,0.032,0,0.2821,0,2.2821,gasto_no_esencial_alto,1
2026-04-13,"Curso virtual",educacion,112772,4,1.1,35,0.07,1,0.4495,0.1377,2.6872,gasto_incremento_recurrente,1
2026-04-14,"Compra de frutas",alimentacion,35311,4,1.2,154,0.308,0,0.1335,1,2.3335,gasto_controlado,0
2026-04-14,"Compra de libro",educacion,51507,4,1.1,35,0.07,1,0.1995,0.1377,2.4372,gasto_incremento_recurrente,1
2026-04-14,"Bus ida y regreso",transporte,6836,4,1.1,125,0.25,1,0.0173,0.7899,2.9071,gasto_incremento_recurrente,1
2026-04-15,"Snack tarde",alimentacion,11068,4,1.2,154,0.308,1,0.0345,1,3.2345,gasto_incremento_recurrente,1
2026-04-15,"Salida fin de semana",ocio,88430,4,1.8,59,0.118,0,0.3502,0.3116,2.4618,gasto_inusual,1
2026-04-15,"Gimnasio mensual",salud,73991,4,1.3,38,0.076,0,0.2913,0.1594,1.7507,gasto_controlado,0
2026-04-15,"Bus ida y regreso",transporte,6489,4,1.1,125,0.25,0,0.0158,0.7899,1.9057,gasto_frecuente,1
2026-04-16,"Compra en supermercado",alimentacion,109242,4,1.2,154,0.308,0,0.4351,1,2.6351,gasto_elevado,1
2026-04-17,"Cena en casa",alimentacion,22255,4,1.2,154,0.308,0,0.0802,1,2.2802,gasto_controlado,0
2026-04-17,"Consulta medica",salud,139981,4,1.3,38,0.076,1,0.5606,0.1594,3.02,gasto_emergencia,1
2026-04-17,"Bus ida y regreso",transporte,7804,4,1.1,125,0.25,1,0.0212,0.7899,2.9111,gasto_incremento_recurrente,1
2026-04-17,"Recarga transporte",transporte,10018,4,1.1,125,0.25,1,0.0302,0.7899,2.9201,gasto_incremento_recurrente,1
2026-04-18,"Compra de cuaderno",educacion,20913,4,1.1,35,0.07,1,0.0747,0.1377,2.3124,gasto_incremento_recurrente,1
2026-04-18,"Matricula curso corto",educacion,174807,4,1.1,35,0.07,0,0.7027,0.1377,1.9404,gasto_inusual,1
2026-04-18,"Medicamentos formulados",salud,48507,4,1.3,38,0.076,1,0.1873,0.1594,2.6467,gasto_incremento_recurrente,1
2026-04-18,"Gasolina",transporte,69542,4,1.1,125,0.25,0,0.2731,0.7899,2.163,gasto_controlado,0
2026-04-19,"Mercado de la semana",alimentacion,122521,4,1.2,154,0.308,1,0.4893,1,3.6893,gasto_incremento_recurrente,1
2026-04-19,"Cena en restaurante",ocio,77303,4,1.8,59,0.118,1,0.3048,0.3116,3.4164,gasto_incremento_recurrente,1
2026-04-20,"Compra en supermercado",alimentacion,101907,4,1.2,154,0.308,0,0.4052,1,2.6052,gasto_elevado,1
2026-04-20,"Compra de zapatos",compras_no_esenciales,125033,4,2.0,16,0.032,0,0.4996,0,2.4996,gasto_inusual,1
2026-04-20,"Cafe y postre",ocio,18716,4,1.8,59,0.118,1,0.0657,0.3116,3.1773,gasto_incremento_recurrente,1
2026-04-20,"Transporte app",transporte,17333,4,1.1,125,0.25,0,0.0601,0.7899,1.95,gasto_frecuente,1
2026-04-21,"Domicilio comida",alimentacion,26420,4,1.2,154,0.308,0,0.0972,1,2.2972,gasto_controlado,0
2026-04-21,"Compra de libro",educacion,33856,4,1.1,35,0.07,0,0.1275,0.1377,1.3652,gasto_controlado,0
2026-04-21,"Taxi por lluvia",transporte,32305,4,1.1,125,0.25,1,0.1212,0.7899,3.011,gasto_incremento_recurrente,1
2026-04-22,"Mercado de la semana",alimentacion,82626,4,1.2,154,0.308,0,0.3265,1,2.5265,gasto_elevado,1
2026-04-22,"Compra de audifonos",compras_no_esenciales,47539,4,2.0,16,0.032,1,0.1834,0,3.1834,gasto_incremento_recurrente,1
2026-04-22,"Suscripcion almacenamiento",entretenimiento,11126,4,1.9,53,0.106,0,0.0348,0.2681,2.2029,gasto_controlado,0
2026-04-23,"Cena en restaurante",ocio,94560,4,1.8,59,0.118,1,0.3752,0.3116,3.4868,gasto_incremento_recurrente,1
2026-04-23,"Pasaje de bus",transporte,2615,4,1.1,125,0.25,0,0,0.7899,1.8899,gasto_frecuente,1
2026-04-24,"Material de estudio",educacion,18231,4,1.1,35,0.07,0,0.0638,0.1377,1.3014,gasto_controlado,0
2026-04-24,"Cine y snacks",entretenimiento,82824,4,1.9,53,0.106,1,0.3273,0.2681,3.4954,gasto_incremento_recurrente,1
2026-04-24,"Control odontologico",salud,65150,4,1.3,38,0.076,0,0.2552,0.1594,1.7146,gasto_controlado,0
2026-04-25,"Compra en supermercado",alimentacion,137374,4,1.2,154,0.308,1,0.5499,1,3.7499,gasto_incremento_recurrente,1
2026-04-25,"Pasaje de bus",transporte,3371,4,1.1,125,0.25,1,0.0031,0.7899,2.893,gasto_incremento_recurrente,1
2026-04-26,"Snack tarde",alimentacion,5350,4,1.2,154,0.308,0,0.0112,1,2.2112,gasto_frecuente,1
2026-04-26,"Cine y snacks",entretenimiento,86167,4,1.9,53,0.106,0,0.341,0.2681,2.5091,gasto_inusual,1
2026-04-26,"Bus ida y regreso",transporte,7911,4,1.1,125,0.25,0,0.0217,0.7899,1.9115,gasto_frecuente,1
2026-04-26,"Pasaje de bus",transporte,2666,4,1.1,125,0.25,0,0.0002,0.7899,1.8901,gasto_frecuente,1
2026-04-27,"Almuerzo oficina",alimentacion,20335,4,1.2,154,0.308,1,0.0723,1,3.2723,gasto_incremento_recurrente,1
2026-04-27,"Almuerzo oficina",alimentacion,12607,4,1.2,154,0.308,0,0.0408,1,2.2408,gasto_frecuente,1
2026-04-27,"Control odontologico",salud,81809,4,1.3,38,0.076,1,0.3232,0.1594,2.7826,gasto_emergencia,1
2026-04-27,"Transporte app",transporte,12448,4,1.1,125,0.25,0,0.0402,0.7899,1.93,gasto_frecuente,1
2026-04-27,"Transporte app",transporte,26523,4,1.1,125,0.25,1,0.0976,0.7899,2.9875,gasto_incremento_recurrente,1
2026-04-28,"Bus ida y regreso",transporte,7923,4,1.1,125,0.25,0,0.0217,0.7899,1.9116,gasto_frecuente,1
2026-04-29,"Compra de frutas",alimentacion,37469,4,1.2,154,0.308,0,0.1423,1,2.3423,gasto_controlado,0
2026-04-30,"Snack tarde",alimentacion,6055,4,1.2,154,0.308,1,0.0141,1,3.2141,gasto_incremento_recurrente,1
2026-04-30,"Pago plataforma educativa",educacion,40341,4,1.1,35,0.07,1,0.154,0.1377,2.3917,gasto_incremento_recurrente,1
2026-04-30,"Plan familiar",ocio,34073,4,1.8,59,0.118,0,0.1284,0.3116,2.24,gasto_controlado,0
2026-04-30,"Salida con amigos",ocio,64399,4,1.8,59,0.118,0,0.2522,0.3116,2.3637,gasto_no_esencial_alto,1
2026-05-01,"Domicilio comida",alimentacion,44484,5,1.2,154,0.308,1,0.1709,1,3.3709,gasto_incremento_recurrente,1
2026-05-01,"Pago de energia",servicios,184973,5,1.0,20,0.04,0,0.7442,0.029,1.7731,gasto_inusual,1
2026-05-02,"Cafe y postre",ocio,10123,5,1.8,59,0.118,0,0.0307,0.3116,2.1423,gasto_controlado,0
2026-05-02,"Consulta medica",salud,137120,5,1.3,38,0.076,0,0.5489,0.1594,2.0083,gasto_emergencia,1
2026-05-02,"Recarga transporte",transporte,9027,5,1.1,125,0.25,0,0.0262,0.7899,1.9161,gasto_frecuente,1
2026-05-03,"Compra en supermercado",alimentacion,120816,5,1.2,154,0.308,0,0.4824,1,2.6824,gasto_elevado,1
2026-05-03,"Cena en restaurante",ocio,63234,5,1.8,59,0.118,0,0.2474,0.3116,2.359,gasto_no_esencial_alto,1
2026-05-03,"Compra farmacia",salud,20692,5,1.3,38,0.076,0,0.0738,0.1594,1.5332,gasto_controlado,0
2026-05-03,"Pago de agua",servicios,43115,5,1.0,20,0.04,0,0.1653,0.029,1.1943,gasto_controlado,0
2026-05-03,"Taxi por lluvia",transporte,16774,5,1.1,125,0.25,0,0.0578,0.7899,1.9477,gasto_frecuente,1
2026-05-04,"Domicilio comida",alimentacion,34955,5,1.2,154,0.308,0,0.132,1,2.332,gasto_controlado,0
2026-05-04,"Domicilio comida",alimentacion,36424,5,1.2,154,0.308,0,0.138,1,2.338,gasto_controlado,0
2026-05-04,"Bus ida y regreso",transporte,5794,5,1.1,125,0.25,0,0.013,0.7899,1.9029,gasto_frecuente,1
2026-05-05,"Snack tarde",alimentacion,6751,5,1.2,154,0.308,1,0.0169,1,3.2169,gasto_incremento_recurrente,1
2026-05-05,"Pago de internet",servicios,89218,5,1.0,20,0.04,0,0.3534,0.029,1.3824,gasto_inusual,1
2026-05-05,"Pasaje de bus",transporte,2980,5,1.1,125,0.25,1,0.0015,0.7899,2.8914,gasto_incremento_recurrente,1
2026-05-06,"Almuerzo oficina",alimentacion,15006,5,1.2,154,0.308,1,0.0506,1,3.2506,gasto_incremento_recurrente,1
2026-05-06,"Snack tarde",alimentacion,5713,5,1.2,154,0.308,0,0.0127,1,2.2127,gasto_frecuente,1
2026-05-06,"Matricula curso corto",educacion,190075,5,1.1,35,0.07,0,0.765,0.1377,2.0027,gasto_inusual,1
2026-05-06,"Taxi por lluvia",transporte,31160,5,1.1,125,0.25,1,0.1165,0.7899,3.0064,gasto_incremento_recurrente,1
2026-05-07,"Compra en supermercado",alimentacion,149150,5,1.2,154,0.308,1,0.598,1,3.798,gasto_incremento_recurrente,1
2026-05-07,"Compra no planeada",compras_no_esenciales,93036,5,2.0,16,0.032,1,0.369,0,3.369,gasto_incremento_recurrente,1
2026-05-07,"Cena en restaurante",ocio,83771,5,1.8,59,0.118,1,0.3312,0.3116,3.4428,gasto_incremento_recurrente,1
2026-05-07,"Pago de celular",servicios,59353,5,1.0,20,0.04,0,0.2316,0.029,1.2605,gasto_controlado,0
2026-05-07,"Pasaje de bus",transporte,4351,5,1.1,125,0.25,1,0.0071,0.7899,2.897,gasto_incremento_recurrente,1
2026-05-08,"Compra de ropa",compras_no_esenciales,213640,5,2.0,16,0.032,1,0.8611,0,3.8611,gasto_incremento_recurrente,1
2026-05-08,"Matricula curso corto",educacion,172858,5,1.1,35,0.07,0,0.6947,0.1377,1.9324,gasto_inusual,1
2026-05-08,"Transporte app",transporte,30840,5,1.1,125,0.25,1,0.1152,0.7899,3.0051,gasto_incremento_recurrente,1
2026-05-09,"Desayuno fuera",alimentacion,15201,5,1.2,154,0.308,1,0.0514,1,3.2514,gasto_incremento_recurrente,1
2026-05-09,"Compra de cuaderno",educacion,8393,5,1.1,35,0.07,0,0.0236,0.1377,1.2613,gasto_controlado,0
2026-05-09,"Suscripcion de Netflix",entretenimiento,29285,5,1.9,53,0.106,1,0.1089,0.2681,3.277,gasto_incremento_recurrente,1
2026-05-10,"Almuerzo oficina",alimentacion,20682,5,1.2,154,0.308,1,0.0738,1,3.2738,gasto_incremento_recurrente,1
2026-05-10,"Domicilio comida",alimentacion,32414,5,1.2,154,0.308,0,0.1216,1,2.3216,gasto_controlado,0
2026-05-10,"Material de estudio",educacion,18288,5,1.1,35,0.07,0,0.064,0.1377,1.3017,gasto_controlado,0
2026-05-10,"Evento cultural",entretenimiento,67765,5,1.9,53,0.106,0,0.2659,0.2681,2.434,gasto_no_esencial_alto,1
2026-05-10,"Gasolina",transporte,65235,5,1.1,125,0.25,0,0.2556,0.7899,2.1454,gasto_controlado,0
2026-05-10,"Pasaje de bus",transporte,4310,5,1.1,125,0.25,0,0.007,0.7899,1.8968,gasto_frecuente,1
2026-05-11,"Compra en supermercado",alimentacion,135487,5,1.2,154,0.308,0,0.5422,1,2.7422,gasto_elevado,1
2026-05-11,"Plataforma de musica",entretenimiento,17511,5,1.9,53,0.106,0,0.0608,0.2681,2.2289,gasto_controlado,0
2026-05-11,"Consulta medica",salud,94545,5,1.3,38,0.076,0,0.3752,0.1594,1.8346,gasto_emergencia,1
2026-05-12,"Mercado de la semana",alimentacion,117472,5,1.2,154,0.308,1,0.4687,1,3.6687,gasto_incremento_recurrente,1
2026-05-12,"Salida fin de semana",ocio,141674,5,1.8,59,0.118,1,0.5675,0.3116,3.6791,gasto_incremento_recurrente,1
2026-05-12,"Consulta medica",salud,88586,5,1.3,38,0.076,0,0.3508,0.1594,1.8103,gasto_emergencia,1
2026-05-12,"Transporte app",transporte,33790,5,1.1,125,0.25,0,0.1273,0.7899,2.0171,gasto_controlado,0
2026-05-13,"Domicilio comida",alimentacion,34003,5,1.2,154,0.308,0,0.1281,1,2.3281,gasto_controlado,0
